$CUREVAM.1000,"Error -- 1000 called"
A0C00Y12.1027,"_thief_ habite à _house_ à __house_.
<--->
_thief_ habite à __house_.
<--->
_thief_ passe ses nuits à __house_.
<--->
Vous devriez trouver _thief_ chez lui, %g habite à __house_.
<--->
_thief_ fait pas mal d'affaires à _store_.
<--->
Vous pourriez aller faire des affaires à _store_, _thief_ le fait souvent.
<--->
_store_ est un endroit connu pour écouler de la marchandise volée, et _thief_ en a beaucoup.
<--->
_thief_ a été vu à _store_.
<--->
_inn_ est un repère pour beaucoup de voleurs.
<--->
_thief_ aime boire à _inn_.
<--->
La taverne favorite de _thief_ est _inn_.
<--->
Les plats préférés de _thief_ sont servis à _inn_.
"
A0C00Y12.1030,"Vous voulez le livre ? Vous n'êtes pas si
fort. Essayez de venir me le prendre !
<--->
"
A0C00Y14.1000,"Mon nom est _questgiver_.
J'ai une mission facile. Si vous
pouviez vous organiser pour livrer
un objet à l'un de mes amis, je vous en
serais reconnaissant et vous donnerai
en échange _gold_ pièces d'or.
Qu'en dites-vous, %pcf ?
<--->
S'lut, j'suis _questgiver_.
J'ai besoin que quelqu'un dépose
un objet pour moi. C'est just' une p'tite
course en ville, mais j'suis trop occupé
pour le moment. Il y a _gold_ pièces
à gagner.
"
A0C00Y14.1001,"Dommage.
<--->
Vous n'avez pas besoin
de vous vanter de cela !
<--->
Je vais devoir trouver quelqu'un
acceptant de travailler pour vivre.
 "
A0C00Y14.1002,"Génial ! Voici le colis. Emmenez-le
à _pickuplocal_ ici en ville.
%g vous paiera. %g en a besoin
là-bas demain à cette heure.
<--->
Enfin quelqu'un souhaitant
travailler pour vivre ! Amenez simplement
ceci à _pickuplocal_ ici en ville.
%g vous donnera les _gold_ pièces d'or.
Amenez-le pour demain à cette même heure.
"
A0C00Y14.1004,"J'avais bien espéré que _questgiver_
serait capable de m'amener ceci à temps.
%g a été tellement occupé ces temps-ci.
Voici les _gold_ pièces d'or qu'%g vous a promises.
"
A0C00Y14.1005,"Généralement, le temps est pourri
à cette époque de l'année.
"
A0C00Y14.1006,"J'ai entendu dire que la reine avait une liaison !
"
A0C00Y14.1007,"Tous les %ra sont-ils des fouineurs ?
"
A0C00Y14.1008,"Merci d'avoir livré ce colis
pour moi %pcf.
"
A0C00Y14.1009,"Voleur ! Vous avez pris mon colis et
_pickuplocal_ ne l'a jamais eu.
Je ne vous aiderai jamais.
"
A0C00Y14.1010,"%qdt :
 _questgiver_ de ___questgiver_
 m'a chargé de livrer un colis
 à _pickuplocal_, de ___pickuplocal_ également.
 Je devrai avoir livré le colis demain à cette heure.
"
A0C00Y14.1011,"Ce livre a une valeur sentimentale.
_pickuplocal_ n'a pas vu
d'exemplaire de _book_
depuis des années.
"
A0C00Y14.1012,"_pickuplocal_ a besoin de
ce _ingredient_ pour une
infusion spéciale qu'%g prépare.
"
A0C00Y14.1013,"Ce _jewelry_ est un cadeau
à _pickuplocal_ qui
scellera mon accord avec %g2.
"
A0C00Y14.1014,"Ceci est un _mensclothing_ spécial
que ma mère a fait pour _pickuplocal_
pour la célébration.
"
A0C00Y14.1015,"_pickuplocal_ a commissionné
ce tableau _painting_.
Il faut qu'il soit là-bas pour son
assemblée demain.
"
A0C00Y14.1016,"_pickuplocal_ a besoin de ce
_potion_ aussi tôt que possible.
"
A0C00Y14.1017,"_pickuplocal_ a été menacé.
Ce _weapon_ devrait apaiser
ses craintes.
"
A0C00Y14.1018,"J'ai acheté cette délicate _womensclothing_
pour le mariage de _pickuplocal_.
Ce serait affreusement embarassant
si elle n'arrivait pas à temps.
"
A0C00Y14.1019,"Qu'est-ce que vous voulez ? _questgiver_ ?
Oui, %g a promis d'expédier un colis aujourd'hui.
Si vous allez %g2 trouver, %g devrait même
vous payer pour me l'apporter.
"
A0C00Y14.1020,"J'ai surpris _questgiver_ en train
de vous dire qu'%g vous paierait pour
livrer le colis. Donnez-le moi sans faire
d'histoires et je ne vous ferai pas de mal.
<--->
"
A0C00Y15.1000,"J'ai entendu parler de vous, %pcn.
Je suis _questgiver_. Puis-je
vous demander une faveur ? Passez-
vous bientôt par ___pickupregion_ ?
Si c'est le cas, j'aurais besoin de livrer
un colis à quelqu'un là-bas. Je vous
paierais volontiers _gold_ pièces d'or.
<--->
Votre réputation vous précède,
%pcn. J'ai besoin d'un
coursier. Iriez-vous par chance
du côté de ___pickupregion_
prochainement ? Pourrais-je vous confier
un colis à livrer pour moi là-bas ?
Je vous paierais _gold_ pièces d'or
pour votre dérangement.
"
A0C00Y15.1001,"Vraiment dommage.
<--->
Je vais devoir trouver quelqu'un
souhaitant travailler pour vivre.
<--->
Vous devez être un %pcn différent
de celui dont j'ai tellement entendu parler.
"
A0C00Y15.1002,"Super ! Laissez ce colis en ___pickupregion_
et demandez après _pickupregion_.
%g vous paiera. Il faut que le colis soit
là-bas dans =traveltime_ jours.
Voici le colis.
<--->
Quelle chance ! Mon ami est _pickupregion_
en ___pickupregion_. Demandez simplement
dans les environs, tout le monde %g3 connaît.
%g vous paiera immédiatement. Si vous
mettez plus de =traveltime_ jours, vous
pouvez aussi bien le jeter. Le voici.
"
A0C00Y15.1004,"J'espérais bien que _questgiver_
serait capable de me faire parvenir
ceci à temps.
%g a été tellement occupé ces temps-ci.
Voici les _gold_ pièces d'or qui vous ont
été promises.
"
A0C00Y15.1005,"Les orques créent de nouveau l'agitation.
"
A0C00Y15.1006,"Ils disent que l'esprit du défunt
Roi Lysandus a été aperçu à Daggerfall.
"
A0C00Y15.1007,"Une tempête en mer a fait sombrer un
navire juste sur les rivages de Daggerfall.
J'ai entendu dire qu'il transportait un
émissaire de l'Empereur.
"
A0C00Y15.1008,"Mes modestes remerciements pour la
livraison du colis en ___pickupregion_.
"
A0C00Y15.1009,"Canaille ! Qu'avez-vous fait avec mon
colis ? Vous l'avez vendu ? Il n'est jamais
arrivé en ___pickupregion_. Partez immédiatement.
"
A0C00Y15.1010,"%qdt :
 _questgiver_ de ___questgiver_
 m'a chargé de livrer un
 colis à _pickupregion_,
 en ___pickupregion_. Je dois le
 déposer là-bas dans les =traveltime_ prochains jours.
"
A0C00Y15.1011,"Ce livre a une valeur sentimentale.
_pickupregion_ n'a pas vu un
exemplaire de _book_
depuis des années.
"
A0C00Y15.1012,"_pickupregion_ a besoin de
ce _ingredient_ pour une liqueur
spéciale qu'%g prépare.
"
A0C00Y15.1013,"Ce _jewelry_ est un cadeau
pour _pickupregion_ afin de
sceller mon accord avec %g2.
"
A0C00Y15.1014,"Ceci est un _mensclothing_ spécial
que ma mère a confectionné pour
_pickupregion_, pour la cérémonie.
"
A0C00Y15.1015,"_pickupregion_ a commissionné
ce tableau de _painting_.
Il faut qu'il soit là-bas pour son assemblée.
"
A0C00Y15.1016,"_pickupregion_ a besoin de
ce _potion_ aussi tôt que possible.
"
A0C00Y15.1017,"_pickupregion_ a été
menacé. Ce _weapon_ devrait
aider à atténuer ses craintes.
"
A0C00Y15.1018,"J'ai acheté ce délicat _womensclothing_
pour le mariage de _pickupregion_.
Ce serait affreusement embarassant
s'il n'arrivait pas à temps.
"
A0C00Y15.1019,"Que voulez-vous ? _questgiver_ ?
Oui, %g a promis de m'envoyer un
colis. Si je ne l'ai pas bientôt,
ce sera trop tard.
"
A0C00Y15.1020,"Je sais que vous avez un colis de
_questgiver_. Donnez-le moi
et personne ne sera blessé.
<--->
"
A0C00Y16.1000,"Mon nom est _questgiver_.
Pouvez-vous m'aider à trouver
mon ami ? Je peux seulement vous
payer _gold_ pièces d'or.
<--->
Aidez-moi s'il vous plaît.
Mon ami _missingperson_
a disparu. J'ai peur qu'%g puisse
avoir été blessé. Je vous paierai
_gold_ pièces d'or si vous %g2 retrouvez.
"
A0C00Y16.1001,"Bonne journée, %ra. Je chercherai quelqu'un d'autre.
<--->
Personne ne veut-il donc m'aider ?
<--->
Milles excuses. Je vous ai confondu
avec un aventurier héroique.
"
A0C00Y16.1002,"Mes prières ont été entendues. _missingperson_
n'a pas été vu depuis quatre jours, et je suis très
inquiet à son sujet. %g a été vu en compagnie de
_friend1_ et _friend2_. Vous
pourriez commencer par eux. Si vous ne parvenez
pas à retrouver _missingperson_ dans les
deux jours, ce ne sera plus la peine de
continuer à chercher.
"
A0C00Y16.1004,"Voici les _gold_ pièces d'or que je vous avais promises.
"
A0C00Y16.1005,"Il paraît que _questgiver_ cherche
frénétiquement _missingperson_.
"
A0C00Y16.1006,"Personne n'a vu _missingperson_
depuis des jours maintenant. %g est laissé
pour mort. Il paraît que _questgiver_
en fait une grave dépression.
"
A0C00Y16.1007,"Dites, seriez pas le %ra qu'a aidé
_questgiver_ à trouver _missingperson_ ?
"
A0C00Y16.1008,"Comment pourrais-je ignorer le %ra qui
a retrouvé _missingperson_ pour moi ?
"
A0C00Y16.1009,"Je sais que ce n'est pas votre faute
si vous n'avez pas réussi à retrouver
_missingperson_ pour moi. Ils ont
trouvé son corps dans un égout.
Veuillez simplement me laisser.
"
A0C00Y16.1010," %qdt :
 J'ai accepté d'aider _questgiver_
 à retrouver _missingperson_. %g
 est porté disparu depuis quatre jours.
 Mes seuls indices sont qu'%g a été
 vu avec _friend2_ et _friend1_
 récemment. Si je n'ai pas réussi dans
 les deux jours, je ne serai pas payé.
"
A0C00Y16.1021,"Vous cherchez _missingperson_ ?
Bon, %g est caché à __missingperson_,
mais ne le dites pas à _questgiver_.
_missingperson_ a juré de ne
plus jamais parler à _questgiver_.
Ne me demandez pas pourquoi.
"
A0C00Y16.1022,"Si j'ai vu _missingperson_ dernièrement ?
Bien sûr. Les gardes l'ont attrapé en train de
voler dans un temple. _questgiver_ sera
vert quand %g le découvrira.
"
A0C00Y16.1023,"Est-ce que _questgiver_ vous a
proposé ce marché ? C'est ce que je pensais.
%oth, %g a eu un méchant combat
avec _missingperson_ il y a quelques
jours. _missingperson_ a quitté
la ville et n'a pas été vu depuis. Non,
je ne sais pas ou %g est parti.
"
A0C00Y16.1024,"_missingperson_ ? Ouais, je
sais ce qui lui est arrivé. %g a été
tué, voilà tout. Mon pote Smiley lui
a demandé vraiment gentiment
son or, et %g a refusé.
Vous devriez vraiment rencontrer
Smiley et mes autres amis.
Chope le %ra, Smiley !
"
A0C00Y16.1031,"_missingperson_ ? Nan. L'ai
pas vu depuis une paire jours.
Essaie de demander à _friend3_.
%g pourrait savoir.
"
A0C00Y16.1032,"%oth. Je n'ai pas vu _missingperson_
depuis avant-hier. Vous pourriez demander
à _friend4_ ou _friend1_.
L'un d'eux pourrait savoir.
"
A0C00Y16.1033,"_friend1_ vous a dit que je pourrais
savoir quelque chose à propos de
_missingperson_ ? J'ai peur que non.
Tout ce que je sais c'est qu'%g sorti
boire la nuit dernière. J'espère que rien
de mal ne lui est arrivé.
"
A0C00Y16.1034,"Désolé, je n'ai pas vu _missingperson_
depuis un bail. Je ne sais pas pourquoi
_friend2_ vous aurait envoyé vers
moi... Avez-vous essayé _friend1_ ?
"
A0C00Y16.1040,"Qu'est-ce que vous faites là ? Je ne
veux plus jamais revoir _questgiver_.
Hé ! Laissez-moi partir ! Vous ne
pouvez pas me trainer comme ça
à travers les rues jusqu'à %g2.
"
A0C00Y16.1050,"_missingperson_ ! Je
n'espérais pas que vous %g2
rameniez ici %pcn.
_missingperson_, où étais-tu ?
Je m'inquiétais pour toi. %pcf,
je vais m'en occuper maintenant.
"
A0C00Y16.1051,"Ainsi, _missingperson_ se cache,
hein ? Je vais aller faire sortir ce scélérat
de sa planque. Vous avez été d'une grande
aide %pcn.
"
A0C00Y16.1052,"En prison ! Je dois partir immédiatement.
Peut-être que je pourrai soudoyer le juge.
"
A0C00Y16.1053,"Ainsi _missingperson_ a
quitté la ville. %g n'avait pas besoin
de faire ça. Je lui aurais pardonné.
"
A0C00Y16.1054,"Mort ! Comment c'est possible ?
J'espère que vous avez fait souffrir
ce Smiley, %pcn. C'est un
jour de grande peine pour moi.
<--->
 "
A0C00Y17.1000,"Je suis _questgiver_.
J'ai besoin d'une escorte. Accepteriez-
vous de me protéger dans mon voyage
vers __destination_ ?
C'est à moins de =traveltime_ jours d'ici.
<--->
Mon nom est _questgiver_.
Je dois quitter ___questgiver_
bientôt. Je voudrais vous engager
pour me protéger durant mon voyage
vers __destination_.
Je peux vous payer _gold_ pièces d'or.
<--->
Vous devez m'aider ! Mon nom est _questgiver_.
J'ai besoin d'être à __destination_
dans les =traveltime_ jours et j'ai besoin d'une escorte.
"
A0C00Y17.1001,"Je suppose que je devrai trouver quelqu'un
d'autre pour me protéger durant mon voyage.
<--->
Rustre sans-coeur !
"
A0C00Y17.1002,"Soyez béni %pcn.
Je voyage léger, je suis donc prêt à partir.
Je sais que vous ne travaillez pas pour rien.
Amenez-moi à _destination_ à
__destination_ et je vous paierai
_gold_ pièces d'or quand nous serons là-bas.
"
A0C00Y17.1004,"Ah ! _destination_ ! Vous
avez rempli votre part du marché.
Voici l'or que je vous avais promis.
"
A0C00Y17.1005,"Il paraît que les gardes recherchent
_questgiver_. %g a dû fuir la ville.
<--->
Vous savez quoi ? La Guilde des Voleurs
en a après _questgiver_. Ou alors
c'était la Confrérie Noire ?
Je ne m'en souviens plus.
<--->
Il paraît que _questgiver_ a été
obligé de se marier. %g a dû aller
à __destination_ avant que
la grossesse ne devienne visible.
"
A0C00Y17.1006,"Ils ont attrapé _questgiver_. %g
sera jugé la semaine prochaine.
"
A0C00Y17.1007,"Vous êtes au courant ? Un %ra a fait passer
_questgiver_ hors de la ville juste à
temps. Autrement ils l'auraient décapité, c'est sûr.
"
A0C00Y17.1008,"Merci de m'avoir fait sortir de cette ville,
%pcf. Je vous ai recommandé
à plusieurs de mes amis.
"
A0C00Y17.1009,"Vous ! Parce que vous ne m'avez pas
aidé à quitter la ville, la Guilde des
Voleurs a saisi ma boutique ! Sortez.
"
A0C00Y17.1010,"%qdt :
 J'ai rencontré _questgiver_
 à ___questgiver_. %g
 me paiera pour l'escorter à
 _destination_ en __destination_.
 En particulier, %g a besoin d'être à
 _destination_ dans les =traveltime_ jours.
"
A0C00Y17.1019,"_questgiver_ dit, ""Ha !
J'ai engagé ce %ra pour me
protéger de cela. %pcn,
allez-vous m'abandonner ?""
"
A0C00Y17.1020,"Halte ! J'ai un mandat pour arrêter
_questgiver_ au nom de
%reg. Ce n'est pas vous que nous voulons,
mais simplement %g2. Livrez-%g2 et vous pourrez
partir librement.
"
A0C00Y17.1021,"Il n'est pas nécessaire de nous battre.
Notre différent concerne _questgiver_.
La Guilde des Mages n'accepte pas
la moindre trahison. Livrez-%g2 nous
et vous pourrez reprendre votre route.
"
A0C00Y17.1022,"Hors de la route %ra. Nous voulons
_questgiver_ et vous ne pouvez
pas nous arrêter. Livrez-%g2 nous simplement.
Hé, _questgiver_. Tu ne pensais
pas que tu pourrais tromper la Guilde
des Voleurs et continuer à vivre, n'est-ce pas ?
"
A0C00Y17.1023,"Restez en dehors de cela, %ra.
_questgiver_ est recherché
par la Confrérie Noire. Vous
n'êtes pas assez fou pour essayer
de %g2 protéger, n'est-ce pas ?
"
A0C00Y17.1030,"_questgiver_ est
assassiné juste sous vos yeux.
"
A0C00Y17.1040,"Comme vous voulez.
Tuez-les tous les deux !
"
A0C00Y17.1050,"Etes-vous perdu, %pcn ?
On dirait que je vais devoir
trouver mon chemin tout seul
vers __destination_.
Je ne vous remercie pas, misérable vaurien.
<--->
"
A0C01Y01.1000,"%pcn, j'ai peur pour ma vie.
Me protégerez-vous ? Des _villains_s
ont prévu de me tuer cette nuit parce
que j'ai refusé de vendre mes terres.
Je peux vous payer _gold_ pièces d'or.
<--->
Vous me trouvez complètement désespéré,
mon cher %ra. J'ai recu un mot
de voyous %cn disant qu'ils prévoyaient
de piller ma maison cette nuit. Je suppose
que vous n'êtes pas disponible pour faire un
petit réarrangement facial créatif sur ces gars ?
"
A0C01Y01.1001,"Ne craignez pas pour ma sécurité,
%pcn. Je trouverai un autre
protecteur... d'une façon ou d'une autre.
"
A0C01Y01.1002,"Merci et soyez béni ! Ils frapperont à
_qgiverhome_ dans les trois heures
avant minuit. Soyez là-bas et attendez
avec moi jusqu'à ce moment. Une fois
qu'ils auront été battus, je serai
à nouveau en sécurité.
"
A0C01Y01.1004,"Vous m'avez sauvé la vie, %pcf. Je vous
paierai avec plaisir la somme convenue.
"
A0C01Y01.1005,"_qgiver_ a des ennuis avec la
Guilde des Voleurs. J'ai entendu dire
qu'ils allaient %g2 bousculer.
"
A0C01Y01.1006,"J'ai vu _qgiver_ récemment.
%g s'est fait tabasser par des voyous.
"
A0C01Y01.1007,"N'êtes-vous pas le %ra qui
a chassé ces voyous qui essayaient
de tabasser _qgiver_ ?
"
A0C01Y01.1008,"Je n'ai pas oublié ce que vous avez
fait pour moi %pcf. Chasser ces voyous
a fait de moi votre débiteur.
"
A0C01Y01.1009,"J'ai toujours les cicatrices de quand ces
voyous m'ont trouvé. Je vous avais engagé
pour me protéger et vous vous êtes dégonflé.
Hors de ma vue.
"
A0C01Y01.1010," %qdt :
 _qgiver_ de ___qgiver_
 m'a demandé de %g2 protéger. Des
 _villains_s ont prévu de l'attaquer
 entre 21 heures et minuit à _qgiverhome_.
"
A0C01Y01.1011,"Ce n'est pas ton problème, étranger.
Laisse-nous _qgiver_ ou nous
t'abattrons sur place !
"
A0C01Y01.1013,"Ce doit être le bon endroit. Cela correspond à
la description que _qgiver_ vous a donnée.
<--->
"
A0C01Y03.1000,"Je suis _qgiver_, et je recherche les services
d'un chasseur de prime. Je suis amoureux de
_spouse_. Hélas, elle refuse de m'épouser
tant que je ne lui aurai pas prouvé ma valeur
en répondant à une énigme laissée par son tuteur
_hermit_ avant de disparaître.
Je vous demande de le retrouver ainsi que la réponse
à l'énigme. Je vous payerai _gold_ pièces d'or
si vous réussissez.
"
A0C01Y03.1001,"Je vais poursuivre mes recherches pour trouver
un aventurier souhaitant résoudre le problème.
Si vous rencontrez un amateur, adressez-le
directement à _qgiver_.
"
A0C01Y03.1002,"La seule personne qui pourrait vous aider
à retrouver _hermit_ est _spouse_.
Elle demeure à ___spouse_.
Prenez ces fleurs, ce sont ses fleurs favorites.
Elles vous aideront à gagner ses faveurs.
Je vous donne une lettre pour _hermit_.
J'ai écrit l'énigme à son intention. Si vous
n'êtes pas revenu dans trois mois, je supposerai
que vous avez échoué.
"
A0C01Y03.1004,"_qgiver_ ouvre fébrilement la lettre de
_hermit_. ""La Bonté ! Bien sûr. Maintenant
je comprends pourquoi _spouse_ m'a imposé
cette quête. Il n'est pas suffisant de l'aimer,
il me faut aussi faire preuve de bonté.
Votre aide fut des plus précieuses, %pcf.
Voici la somme que je vous avais promise.""
"
